Accident_index,Year,Month,Day,Hour,Minute,District,Death_num,Injury_num,Climate,Light,Road_category,Speed_limit,Road_type,Accident_location,Pavement,Road_condition,Road_defect,Barrier,Sight_distance,Signal_type,Signal_action,Accident_type,Causing_factor,injury_degree,Main_injury,Protective_equipement,Action_status,Driving_qualifications,Driving_type,Drinking_situation,Impact_site,Run_away,Job,GPS_X,GPS_Y,License_num,ID_card,Car_type,Timestamp
1648,2023,9,5,18,37,East,0,0,5,,6,50,,,,,,,,,,,50,,,,,1,,2,,1,13,120.662411,24.120844,JVS-4975,S287674596,B03,1693939020
1649,2023,9,5,18,38,Nantun,0,0,5,,6,50,,,,,,,,,,12,8,,,,,1,,1,,1,13,120.648525,24.136053,KFH-8165,W174535557,B03,1693939080
1650,2023,9,5,18,39,Fengyuan,0,2,5,2,6,50,13,8,1,4,4,6,6,4,4,2,59,2,3,1,9,1,10,2,11,1,12,120.714977,24.24766,EHS-9194,D242809934,B03,1693939140
1651,2023,9,5,18,40,Dadu,0,0,5,,6,50,,,,,,,,,,13,50,,,,,1,,2,,1,6,120.546877,24.153256,AOR-6890,I156764612,B03,1693939200
1652,2023,9,5,18,40,Shalu,0,1,5,1,6,50,13,9,1,4,4,6,6,4,4,17,51,3,10,3,1,1,8,2,16,1,12,120.558831,24.232465,GFW-6899,M170253213,B03,1693939200
1653,2023,9,5,18,42,Xitun,0,0,5,,6,50,,,,,,,,,,,40,,,,,1,,11,,1,13,120.659499,24.175981,HLQ-9434,K183213975,B03,1693939320
1654,2023,9,5,18,42,Dajia,0,0,5,,6,50,,,,,,,,,,13,7,,,,,1,,1,,1,13,120.617959,24.341309,LXW-8292,R189834133,B03,1693939320
1655,2023,9,5,18,43,Daya,0,0,5,,6,50,,,,,,,,,,,7,,,,,1,,2,,1,13,120.654968,24.219258,CJW-4868,O230693288,B03,1693939380
1656,2023,9,5,18,44,Wuqi,0,0,5,,6,50,,,,,,,,,,16,48,,,,,1,,2,,1,6,120.535934,24.256537,UQT-9569,X235709840,B03,1693939440
1657,2023,9,5,18,45,Xitun,0,1,5,1,6,50,4,1,1,4,4,6,6,1,1,18,84,2,9,1,9,1,10,9,12,1,12,120.620592,24.184025,RUC-6395,V115072163,B03,1693939500
1658,2023,9,5,18,46,Dajia,0,0,5,,6,30,,,,,,,,,,16,14,,,,,1,,1,,1,6,120.626918,24.352816,SGR-1422,O237877297,B03,1693939560
1659,2023,9,5,18,50,Xitun,0,0,5,,6,50,,,,,,,,,,12,8,,,,,1,,2,,1,12,120.656738,24.162477,ZXP-6200,B291337891,B03,1693939800
1660,2023,9,5,18,51,North,0,0,5,,6,50,,,,,,,,,,17,84,,,,,1,,1,,1,13,120.683508,24.148272,FVH-132,A129171463,B03,1693939860
1661,2023,9,5,18,51,Wuri,0,0,5,1,6,50,13,7,1,4,4,6,6,1,1,14,49,,,,,1,,2,,1,12,120.607048,24.108443,SAN-1907,C250498085,B03,1693939860
1662,2023,9,5,18,52,North,0,0,5,,6,50,,,,,,,,,,14,49,,,,,1,,2,,1,13,120.685424,24.157836,ODL-3693,L292129435,B03,1693939920
1663,2023,9,5,18,52,East,0,1,5,1,6,50,4,1,1,4,4,6,6,4,4,17,72,3,10,3,9,1,8,2,16,1,13,120.70979,24.146853,GYF-17,B282438998,B03,1693939920
1664,2023,9,5,18,52,Nantun,0,1,5,2,6,50,3,1,1,4,4,6,6,4,4,3,10,3,10,3,6,1,8,2,8,1,6,120.609707,24.149893,ZGJ-6244,D125791000,B03,1693939920
1665,2023,9,5,18,53,North,0,0,5,,6,50,,,,,,,,,,13,84,,,,,1,,2,,1,13,120.686516,24.145377,RTE-9602,K134492921,B03,1693939980
1666,2023,9,5,18,54,Wuri,0,0,5,,6,50,,,,,,,,,,13,59,,,,,1,,2,,1,12,120.625105,24.106933,BAQ-9525,Z242610491,B03,1693940040
1667,2023,9,5,18,56,South,0,0,5,,6,50,,,,,,,,,,,35,,,,,1,,2,,1,6,120.670077,24.114787,XPL-9731,U174567769,B03,1693940160
1668,2023,9,5,18,56,Longjing,0,1,5,1,6,50,13,9,1,4,4,6,6,4,4,13,7,3,10,3,9,1,8,2,1,1,12,120.584673,24.183731,GID-8788,H264441192,B03,1693940160
1669,2023,9,5,18,58,Nantun,0,0,5,,6,50,,,,,,,,,,13,59,,,,,1,,1,,1,13,120.643948,24.135411,TTR-1770,Q263399129,C03,1693940280
1670,2023,9,5,19,0,Dali,0,0,5,1,6,50,13,8,1,4,4,6,6,4,4,12,51,,,,,1,,2,,1,13,120.690752,24.106247,LHO-5439,Y289021049,C03,1693940400
1671,2023,9,5,19,1,Xitun,0,0,5,,6,50,,,,,,,,,,,84,,,,,1,,1,,1,13,120.640803,24.16505,UUJ-2309,R221204177,B03,1693940460
1672,2023,9,5,19,2,Fengyuan,0,1,5,1,6,40,4,2,1,4,4,6,6,1,1,12,51,3,10,3,1,1,8,2,8,1,13,120.710285,24.251221,QOM-7700,P287835240,B03,1693940520
1673,2023,9,5,19,3,South,0,0,5,,6,50,,,,,,,,,,,76,,,,,1,,1,,1,12,120.666615,24.115404,BQE-6376,O110833201,B03,1693940580
1674,2023,9,5,19,6,Beitun,0,1,5,1,6,50,13,7,1,4,4,6,6,4,4,16,32,3,10,3,11,1,8,2,8,1,12,120.724636,24.158596,LNL-9432,G127244993,C03,1693940760
1675,2023,9,5,19,7,Nantun,0,0,5,,6,50,,,,,,,,,,,7,,,,,1,,1,,1,12,120.636798,24.153605,HBX-8511,Q150148152,B03,1693940820
1676,2023,9,5,19,7,Wuqi,0,0,5,,6,50,,,,,,,,,,14,21,,,,,1,,2,,1,6,120.532207,24.258662,TJN-9647,Q233328478,B12,1693940820
1677,2023,9,5,19,9,Xitun,0,0,5,,6,50,,,,,,,,,,13,83,,,,,1,,1,,1,12,120.643344,24.170417,MNB-1000,N128093589,B03,1693940940
1678,2023,9,5,19,9,Xitun,0,0,5,,6,50,,,,,,,,,,,7,,,,,1,,1,,1,12,120.62873,24.20534,ZSR-6629,J242632406,B12,1693940940
1679,2023,9,5,19,10,West,0,1,5,1,6,50,4,1,1,4,2,5,6,1,1,24,43,2,7,1,9,1,10,2,11,1,13,120.661705,24.138025,CUP-8979,A173392088,B02,1693941000
1680,2023,9,5,19,18,Shalu,0,0,5,,6,50,,,,,,,,,,,49,,,,,1,,2,,1,6,120.562843,24.242224,EDO-7020,M144061497,B03,1693941480
1681,2023,9,5,19,20,West,0,1,5,1,6,50,4,1,1,4,4,6,6,1,1,17,84,3,10,5,9,1,10,2,13,1,12,120.665279,24.144329,RKR-7522,U156983812,B03,1693941600
1682,2023,9,5,19,22,North,0,0,5,,6,50,,,,,,,,,,14,49,,,,,1,,1,,1,12,120.684827,24.163252,YGE-3053,S251042401,B03,1693941720
1683,2023,9,5,19,22,Beitun,0,0,5,,6,50,,,,,,,,,,,84,,,,,1,,1,,1,13,120.689686,24.162808,HXI-2702,D216924849,B03,1693941720
1684,2023,9,5,19,25,North,0,0,5,,6,50,,,,,,,,,,17,40,,,,,1,,2,,1,12,120.674616,24.162533,HHV-9117,B253927896,C03,1693941900
1685,2023,9,5,19,25,Dali,0,0,5,,6,50,,,,,,,,,,12,59,,,,,1,,2,,1,13,120.689993,24.10135,WIR-4543,K161126352,C03,1693941900
1686,2023,9,5,19,32,Nantun,0,0,5,,6,50,,,,,,,,,,12,47,,,,,1,,1,,1,6,120.642652,24.14193,RBU-2094,G197080306,C04,1693942320
1687,2023,9,5,19,33,Kamioka,0,0,5,,6,30,,,,,,,,,,,8,,,,,1,,1,,1,13,120.653272,24.263437,YPZ-5264,W261249762,C03,1693942380
1688,2023,9,5,19,35,South,0,2,5,3,6,50,13,7,1,4,4,6,6,4,4,9,84,2,9,5,9,1,10,2,12,1,12,120.662411,24.120844,YEQ-8704,X124992497,B03,1693942500
1689,2023,9,5,19,48,West,0,1,5,1,6,30,4,1,1,4,4,6,6,4,4,17,51,3,10,5,1,5,19,2,5,1,6,120.653895,24.14943,OLO-1273,J180844516,B03,1693943280
1690,2023,9,5,19,48,Wufeng,0,1,5,1,6,40,13,8,1,4,4,6,6,4,4,12,87,3,10,3,9,1,7,2,8,1,6,120.661072,24.084222,DKJ-9033,T149239075,B03,1693943280
1691,2023,9,5,19,49,Dali,0,2,5,1,6,50,13,9,1,4,4,6,6,4,4,16,59,2,9,1,9,1,10,2,11,1,13,120.680574,24.105894,YKB-8331,W117485573,C03,1693943340
1692,2023,9,5,19,50,Dajia,0,0,7,,6,50,,,,,,,,,,16,14,,,,,1,,2,,1,6,120.62579,24.372134,OGG-2747,Y146246260,B03,1693943400
1693,2023,9,5,19,52,South,0,1,5,1,6,50,13,9,1,4,4,6,6,4,4,14,49,3,10,3,2,1,8,2,3,1,6,120.674053,24.131741,NFY-8398,E169542113,B03,1693943520
1694,2023,9,5,19,54,Fengyuan,0,1,5,2,6,50,4,1,1,4,4,6,6,2,1,2,10,3,10,3,6,1,8,2,1,1,13,120.703123,24.249458,DDG-9331,J167376098,C03,1693943640
1695,2023,9,5,19,55,Fengyuan,0,0,5,,6,40,,,,,,,,,,13,7,,,,,1,,1,,1,12,120.720446,24.236436,XCO-9685,I241877012,B03,1693943700
1696,2023,9,5,19,57,Waipu,0,1,5,1,6,50,5,1,1,4,4,6,6,1,1,18,6,2,9,1,12,1,10,2,16,1,12,120.655789,24.332314,EKK-3502,Y211970756,B03,1693943820
1697,2023,9,5,19,58,South,0,2,5,1,6,50,4,9,1,4,4,6,6,1,1,12,7,2,9,5,15,1,10,2,14,1,12,120.661928,24.128729,ZFI-3118,Q183675662,C03,1693943880
1698,2023,9,5,20,10,Tanzi,0,0,5,,6,80,,,,,,,,,,,7,,,,,1,,2,,1,12,120.696555,24.201,XSS-5011,D298384347,C03,1693944600
1699,2023,9,5,20,10,East,0,0,5,,6,40,,,,,,,,,,,84,,,,,1,,2,,1,12,120.690078,24.129134,RTL-7434,S223116418,,1693944600
1700,2023,9,5,20,11,Beitun,0,0,5,,6,80,,,,,,,,,,13,7,,,,,1,,1,,1,12,120.722463,24.186962,ADK-1710,H224417609,B03,1693944660
1701,2023,9,5,20,12,Xitun,0,0,5,,6,1,,,,,,,,,,16,51,,,,,1,,1,,1,13,120.647997,24.171725,KOH-9452,Z289132831,C03,1693944720
1702,2023,9,5,20,12,Fengyuan,0,1,5,1,6,50,3,1,1,4,4,6,6,1,1,13,59,3,10,3,9,1,8,2,1,1,13,120.704571,24.249653,OCI-4576,T277914835,C03,1693944720
1703,2023,9,5,20,16,Nantun,0,1,5,2,6,50,4,1,1,4,4,6,6,4,4,16,12,2,9,1,6,1,10,2,11,1,12,120.612528,24.145587,OAL-2512,R148119975,B03,1693944960
1704,2023,9,5,20,17,Xitun,0,2,5,1,6,50,4,1,1,4,4,6,6,4,4,3,10,2,9,2,9,1,10,2,12,1,6,120.646481,24.171389,JEV-1250,T274738272,B03,1693945020
1705,2023,9,5,20,19,Nantun,0,1,5,1,6,40,13,8,1,4,4,6,6,4,4,13,51,3,10,3,1,1,8,2,3,1,6,120.630373,24.123539,ZGN-6563,N168302853,B03,1693945140
1706,2023,9,5,20,20,Beitun,0,1,5,1,6,50,5,1,1,4,4,6,6,1,1,18,21,2,9,5,9,1,10,2,12,1,13,120.676904,24.176956,WIP-9618,Q190630548,B12,1693945200
1707,2023,9,5,20,25,Shalu,0,0,5,1,6,60,13,7,1,4,4,6,6,1,1,13,7,,,,,1,,2,,1,12,120.585188,24.250106,SNY-7072,G221635387,C03,1693945500
1708,2023,9,5,20,30,Tanzi,0,1,5,1,6,40,11,9,1,4,4,6,6,4,4,18,59,2,9,2,5,1,10,2,12,1,12,120.726661,24.205447,AAK-3740,L124280814,C03,1693945800
1709,2023,9,5,20,30,North,0,0,5,,6,50,,,,,,,,,,9,51,,,,,1,,2,,1,12,120.680853,24.149177,ZJG-303,R298970873,B01,1693945800
1710,2023,9,5,20,38,Shalu,0,0,5,,6,40,,,,,,,,,,,49,,,,,1,,2,,1,12,120.583425,24.222806,LDJ-7441,G263703684,B03,1693946280
1711,2023,9,5,20,48,Dali,0,1,5,1,6,50,4,1,1,4,4,6,6,1,1,3,10,3,10,3,6,1,10,2,1,1,13,120.68628,24.103989,WDT-4828,O172753714,B02,1693946880
1712,2023,9,5,20,51,South,0,0,5,2,6,50,4,2,1,4,4,6,6,2,1,12,8,3,10,3,9,1,8,2,5,1,12,120.650576,24.120293,RUQ-4087,Q245231063,C03,1693947060
1713,2023,9,5,20,52,Waipu,0,1,5,1,6,30,13,9,1,4,4,6,6,4,4,19,87,2,9,1,9,1,10,2,11,1,12,120.705062,24.345443,HQT-8053,F298918358,B03,1693947120
1714,2023,9,5,20,53,Dajia,0,1,7,3,6,50,4,1,1,5,4,6,6,4,4,12,7,2,9,1,9,1,10,2,12,1,6,120.61408,24.341439,AZR-6970,W280493993,B03,1693947180
1715,2023,9,5,20,54,Xitun,0,1,5,1,6,50,3,19,1,4,4,6,6,1,1,3,10,3,10,3,6,1,8,2,8,1,13,120.616508,24.182689,JYK-9317,L245386461,B03,1693947240
1716,2023,9,5,20,56,East,0,2,5,3,6,50,13,9,1,4,4,6,6,4,4,13,7,2,8,5,9,1,10,2,11,1,12,120.699831,24.13671,ZGU-8727,L168509504,B12,1693947360
1717,2023,9,5,20,56,Longjing,0,1,5,1,6,50,3,1,1,4,4,6,6,4,4,16,14,2,9,1,5,1,10,2,14,1,12,120.57575,24.183122,VBP-9775,C230542751,B03,1693947360
1718,2023,9,5,21,0,Daya,0,1,7,1,6,50,13,9,1,5,4,6,6,1,1,12,7,2,9,2,9,3,19,2,11,1,13,120.660185,24.231935,DEM-2175,Y271186735,B03,1693947600
1719,2023,9,5,21,2,East,0,2,5,1,6,50,4,1,1,4,4,6,6,4,4,15,20,2,1,3,9,1,8,2,2,1,12,120.706731,24.141082,FNO-7215,A240288592,C03,1693947720
1720,2023,9,5,21,4,Beitun,0,1,5,1,6,50,4,1,1,4,4,6,6,1,1,16,48,3,10,3,6,1,8,2,6,1,12,120.722543,24.176029,XAG-2277,M152642616,B03,1693947840
1721,2023,9,5,21,6,Nantun,0,0,5,,6,50,,,,,,,,,,,59,,,,,1,,1,,1,13,120.622992,24.149717,NKL-168,I245874539,B03,1693947960
1722,2023,9,5,21,11,South,0,1,6,1,6,40,13,8,1,5,4,6,6,4,4,30,84,2,9,1,9,1,10,2,11,1,12,120.666722,24.122406,PXS-782,L278794089,C03,1693948260
1723,2023,9,5,21,12,Dali,0,1,5,1,6,50,3,1,1,4,4,6,6,4,4,12,20,3,10,3,5,1,8,2,3,1,13,120.681756,24.110585,JXB-7880,Q242654917,B03,1693948320
1724,2023,9,5,21,14,Beitun,0,1,5,1,6,50,4,2,1,4,4,6,6,1,1,13,84,2,9,1,9,3,19,2,11,1,13,120.722543,24.176029,POB-6492,P296684919,B03,1693948440
1725,2023,9,5,21,15,Taiping,0,0,7,,6,30,,,,,,,,,,17,49,,,,,5,,1,,1,6,120.706296,24.155627,OGV-539,R138820675,B03,1693948500
1726,2023,9,5,21,16,Daya,0,0,5,1,6,30,18,9,1,4,4,6,6,4,4,17,49,,,,,1,,2,,1,13,120.657748,24.225238,RLY-3008,F158257884,C03,1693948560
1727,2023,9,5,21,38,Dali,0,1,5,1,6,50,4,2,1,4,4,6,6,1,1,16,40,3,10,3,8,1,8,2,4,1,13,120.68236,24.10054,HVI-758,K111342176,C03,1693949880
1728,2023,9,5,21,54,Fengyuan,0,1,6,1,6,50,3,1,1,4,4,6,6,4,4,17,7,3,10,5,9,1,10,2,14,1,12,120.720244,24.251731,MIZ-412,J240535664,B03,1693950840
1729,2023,9,5,22,0,Beitun,0,1,6,1,6,50,4,1,1,4,4,6,6,2,1,3,10,3,10,3,5,1,8,2,5,1,13,120.709699,24.164769,BYS-438,R227564483,B12,1693951200
1730,2023,9,5,22,0,Beitun,0,1,5,1,6,60,3,1,1,4,4,6,6,2,1,12,8,2,9,2,6,1,10,2,14,1,13,120.681685,24.17266,KTM-878,W129456055,B12,1693951200
1731,2023,9,5,22,11,Dali,0,1,5,1,6,50,4,2,1,4,4,6,6,1,1,16,40,3,10,3,7,1,8,2,5,1,13,120.682385,24.104376,NKC-77,H225659438,B03,1693951860
1732,2023,9,5,22,13,Daya,0,0,7,,6,50,,,,,,,,,,,4,,,,,1,,2,,1,13,120.628462,24.240511,WPE-3395,Q183065590,B03,1693951980
1733,2023,9,5,22,15,South,0,1,5,2,6,50,3,1,1,4,4,6,6,4,4,25,83,2,9,3,5,1,8,2,5,1,6,120.667322,24.1138,INV-9401,Z160174862,B03,1693952100
1734,2023,9,5,22,20,West,0,1,6,1,6,50,4,1,1,4,4,6,6,1,1,17,87,3,10,5,5,1,4,2,16,1,12,120.675437,24.133555,JHD-4681,B164784852,B03,1693952400
1735,2023,9,5,22,30,Fengyuan,0,2,6,1,6,50,13,9,1,4,4,6,6,4,4,12,42,2,9,1,9,1,10,2,14,1,6,120.721292,24.254153,HPD-2659,T273133741,B03,1693953000
1736,2023,9,5,22,32,Dali,0,1,5,1,6,50,13,8,1,4,4,6,6,4,4,17,84,2,9,1,9,2,19,2,11,1,12,120.67715,24.109328,MWH-9580,X273392396,C03,1693953120
1737,2023,9,5,22,45,North,0,1,7,2,6,50,4,2,1,5,4,6,6,1,1,17,20,3,10,5,6,1,4,2,16,1,13,120.684085,24.149878,OZP-1465,W212607343,B01,1693953900
1738,2023,9,5,23,6,Beitun,0,0,7,,6,50,,,,,,,,,,13,58,,,,,1,,1,,1,12,120.699235,24.176269,GSC-8654,P199782449,C03,1693955160
1739,2023,9,5,23,28,West,0,1,6,1,6,50,4,1,1,4,4,6,6,1,1,18,21,2,9,5,9,1,10,2,14,1,12,120.671237,24.145505,DYG-7095,C239549813,C03,1693956480
1740,2023,9,5,23,33,Qingshui,0,1,7,3,6,50,13,7,1,5,4,6,6,4,4,12,84,3,10,3,9,1,8,2,2,1,12,120.575057,24.268595,BUK-4678,N293110996,B03,1693956780
1741,2023,9,6,0,9,Beitun,0,0,7,,6,50,,,,,,,,,,13,7,,,,,1,,1,,1,6,120.688016,24.175604,SUW-3422,U289984937,B03,1693958940
1742,2023,9,6,1,26,North,0,1,7,1,6,50,13,9,1,5,4,6,6,4,4,17,55,2,9,2,9,5,10,2,15,1,13,120.697241,24.155886,MAP-6376,N168413268,B03,1693963560
1743,2023,9,6,1,50,Dali,0,0,7,,6,30,,,,,,,,,,17,59,,,,,1,,9,,1,6,120.706833,24.085476,UJJ-1983,G240769268,C03,1693965000
1744,2023,9,6,2,16,Beitun,0,0,7,,6,50,,,,,,,,,,17,58,,,,,1,,2,,1,12,120.715613,24.174697,DLG-2201,P175768004,B03,1693966560
1745,2023,9,6,2,45,Tanzi,0,0,7,1,6,80,13,7,1,4,4,6,6,4,4,20,59,3,10,3,9,1,8,5,8,1,12,120.708908,24.200502,OMV-5384,G114024677,B12,1693968300
1746,2023,9,6,3,37,West,0,0,7,1,6,50,13,7,1,5,4,6,6,4,4,12,40,,,,,1,,1,,1,12,120.65729,24.147581,QEQ-4797,C258648803,A04,1693971420
1747,2023,9,6,4,50,Xitun,0,1,7,1,6,30,13,9,1,5,4,6,6,4,4,18,84,2,9,2,9,1,10,2,12,1,12,120.624356,24.193448,OKQ-6693,U171024054,B03,1693975800
1748,2023,9,6,5,6,Central,0,0,7,,6,,,,,,,,,,,17,87,,,,,1,,10,,1,12,120.680387,24.143535,IFK-9937,X132663650,B12,1693976760
1749,2023,9,6,5,27,Xinshe,0,0,7,,6,40,,,,,,,,,,,8,,,,,1,,1,,1,13,120.792592,24.21906,BXV-5994,S169733873,B03,1693978020
1750,2023,9,6,6,18,Shalu,0,1,7,2,6,50,13,9,1,5,4,6,6,4,4,17,59,2,9,1,9,3,19,2,11,1,5,120.599355,24.254568,IHS-8731,V280675720,B03,1693981080
1751,2023,9,6,6,25,Xitun,0,0,7,,6,80,,,,,,,,,,24,84,,,,,1,,2,,1,13,120.634948,24.179291,XGQ-1440,S160190590,B03,1693981500
1752,2023,9,6,6,34,North,0,0,7,,6,50,,,,,,,,,,13,84,,,,,1,,2,,1,12,120.678588,24.163183,XUK-6724,X188994373,C03,1693982040
1753,2023,9,6,6,36,Dali,0,1,7,2,6,50,13,9,1,5,4,6,6,4,4,12,8,3,10,5,9,1,8,2,5,1,6,120.694045,24.08389,JMG-4290,J224682353,B03,1693982160
1754,2023,9,6,6,37,Dali,0,1,7,2,6,50,13,9,1,5,4,6,6,4,4,13,7,2,9,1,9,2,19,2,11,1,6,120.695554,24.088775,GJA-2420,C191232428,B03,1693982220
1755,2023,9,6,6,50,Dali,0,0,7,,6,30,,,,,,,,,,,87,,,,,7,,10,,1,12,120.684484,24.117624,YJN-1958,L215058142,C03,1693983000
1756,2023,9,6,7,3,West,0,0,7,,6,40,,,,,,,,,,,7,,,,,5,,1,,1,6,120.659687,24.157317,YOE-5695,B140533169,B03,1693983780
1757,2023,9,6,7,10,Daya,0,0,7,,6,50,,,,,,,,,,13,8,,,,,1,,2,,1,12,120.638076,24.23338,TEG-7995,O283536031,B03,1693984200
1758,2023,9,6,7,10,Dali,0,0,7,,6,50,,,,,,,,,,13,7,,,,,1,,2,,1,6,120.712216,24.093867,HAK-4439,M140924141,B03,1693984200
1759,2023,9,6,7,12,Dali,0,1,7,2,6,50,3,1,1,5,4,6,6,4,4,15,13,3,10,3,15,1,8,2,1,1,13,120.677158,24.11362,VXT-3341,J140722675,C03,1693984320
1760,2023,9,6,7,12,Kamioka,0,1,7,3,6,50,4,1,1,5,4,6,6,1,1,17,8,3,10,5,5,1,8,2,5,1,12,120.696315,24.248404,ZKT-7966,D145724929,B12,1693984320
1761,2023,9,6,7,15,Dongshi,0,1,7,2,6,50,11,9,1,5,4,6,6,4,4,12,34,3,10,3,9,1,8,2,5,1,12,120.829153,24.249102,MMK-955,J255095214,B12,1693984500
1762,2023,9,6,7,15,Kamioka,0,0,7,,6,50,,,,,,,,,,12,8,,,,,1,,11,,1,12,120.696315,24.248404,DMD-3902,M194095207,B12,1693984500
1763,2023,9,6,7,16,Shalu,0,1,7,2,6,50,4,2,1,5,4,6,6,1,1,17,20,3,10,5,6,1,8,2,16,1,13,120.561625,24.243495,UWR-749,S291441339,B03,1693984560
1764,2023,9,6,7,20,Xitun,0,0,7,,6,50,,,,,,,,,,,7,,,,,1,,1,,1,12,120.655331,24.174999,JPR-3976,D135409544,C03,1693984800
1765,2023,9,6,7,21,Dali,0,1,7,1,6,50,4,1,1,5,4,6,6,1,1,13,7,3,10,3,9,1,8,2,1,1,13,120.690393,24.092775,UDT-8254,P235491663,B03,1693984860
1766,2023,9,6,7,22,Dajia,0,0,7,,6,50,,,,,,,,,,13,59,,,,,1,,1,,1,13,120.625342,24.340175,WKQ-4388,D266694287,B03,1693984920
1767,2023,9,6,7,26,South,0,0,7,,6,50,,,,,,,,,,13,7,,,,,1,,2,,1,13,120.651381,24.122108,WBX-7289,A112620503,B12,1693985160
1768,2023,9,6,7,28,Beitun,0,1,7,2,6,50,4,1,1,5,4,6,6,2,1,18,87,2,9,1,9,1,10,2,12,1,13,120.703727,24.174646,IEC-959,L293087933,A12,1693985280
1769,2023,9,6,7,28,Taiping,0,2,7,3,6,40,3,1,1,5,4,6,6,4,4,16,14,2,9,2,6,1,10,2,12,1,13,120.701195,24.11243,ZVL-2622,L134335413,B03,1693985280
1770,2023,9,6,7,30,Shalu,0,0,7,,6,50,,,,,,,,,,,8,,,,,1,,2,,1,13,120.574378,24.216837,TOF-6244,S170745497,B03,1693985400
1771,2023,9,6,7,31,North,0,1,7,3,6,40,3,2,1,5,4,6,6,1,1,17,84,2,9,1,9,1,10,2,11,1,12,120.683809,24.146278,KRD-6683,M290071206,B03,1693985460
1772,2023,9,6,7,32,Nantun,0,1,7,3,6,50,4,1,1,5,4,6,6,2,1,12,26,3,10,3,5,1,1,2,16,1,12,120.623497,24.149515,VTJ-7405,X110115768,B02,1693985520
1773,2023,9,6,7,32,Dadu,0,1,7,2,6,50,3,1,1,5,4,6,6,4,4,16,14,2,8,1,5,1,10,2,12,1,6,120.539272,24.156749,YGN-2020,R173717194,B03,1693985520
1774,2023,9,6,7,34,Beitun,0,1,7,2,6,50,5,1,1,5,4,6,6,2,1,12,42,3,10,5,9,1,8,2,2,1,12,120.659968,24.192755,LEB-7846,Z130557706,B03,1693985640
1775,2023,9,6,7,34,Dali,0,0,7,,6,50,,,,,,,,,,17,51,,,,,1,,2,,1,6,120.689656,24.100494,DMO-1016,J234293185,B03,1693985640
1776,2023,9,6,7,34,Shalu,0,0,7,,6,30,,,,,,,,,,,59,,,,,1,,2,,1,6,120.556847,24.232348,LAG-2923,A146894290,B03,1693985640
1777,2023,9,6,7,35,Daya,0,0,7,,6,50,,,,,,,,,,,59,,,,,1,,2,,1,12,120.666129,24.216882,EDK-6324,J237334727,B03,1693985700
1778,2023,9,6,7,39,Xitun,0,1,7,3,6,50,3,1,1,5,4,6,6,4,4,18,84,2,9,5,6,1,10,2,14,1,13,120.588554,24.16984,WTH-4694,L187036326,C03,1693985940
1779,2023,9,6,7,40,Xitun,0,0,7,,6,50,,,,,,,,,,17,84,,,,,1,,1,,1,13,120.617809,24.181391,PWN-1607,H230812391,B03,1693986000
1780,2023,9,6,7,43,North,0,0,7,,6,50,,,,,,,,,,,7,,,,,1,,2,,1,12,120.678366,24.165154,QPB-5549,V139379735,C02,1693986180
1781,2023,9,6,7,43,Beitun,0,0,7,,6,50,,,,,,,,,,,51,,,,,1,,1,,1,6,120.694071,24.164187,DPR-2949,O179797236,B03,1693986180
1782,2023,9,6,7,43,Xitun,0,1,7,2,6,40,4,1,1,5,4,6,6,1,1,13,7,2,8,5,9,1,10,2,11,1,12,120.649938,24.162696,JRS-6859,B182429243,C03,1693986180
1783,2023,9,6,7,43,Xitun,0,1,7,2,6,50,13,9,1,5,4,6,6,4,4,17,20,3,10,5,5,1,8,2,5,1,13,120.610464,24.169792,QGU-851,J248087227,B03,1693986180
1784,2023,9,6,7,45,South,0,0,7,,6,50,,,,,,,,,,,8,,,,,1,,3,,1,12,120.653373,24.126564,PWJ-2297,Z153974413,C03,1693986300
1785,2023,9,6,7,47,Dajia,0,1,7,3,6,50,4,1,1,5,4,6,6,1,1,12,51,2,9,2,1,1,10,2,12,1,13,120.645633,24.398143,KYX-4314,N166659978,F01,1693986420
1786,2023,9,6,7,52,Dali,0,0,7,,6,30,,,,,,,,,,17,1,,,,,1,,2,,1,13,120.713793,24.090052,DBV-5463,K148272911,B03,1693986720
1787,2023,9,6,7,53,East,0,0,7,,6,50,,,,,,,,,,14,49,,,,,1,,1,,1,13,120.698782,24.126538,YTG-8944,O293458568,B12,1693986780
1788,2023,9,6,7,54,Nantun,0,0,7,,6,50,,,,,,,,,,,8,,,,,1,,1,,1,12,120.646796,24.145404,KLS-2668,T199466852,B03,1693986840
1789,2023,9,6,7,56,Xitun,0,2,7,2,6,40,5,1,1,5,4,6,6,4,4,17,20,2,9,1,1,1,10,2,11,1,12,120.65542,24.164737,SCX-1185,E230391653,B03,1693986960
1790,2023,9,6,7,56,Xitun,0,0,7,,6,30,,,,,,,,,,,49,,,,,1,,1,,1,12,120.613792,24.161386,MBG-2653,W118397553,A41,1693986960
1791,2023,9,6,7,57,Dongshi,0,0,7,,6,50,,,,,,,,,,15,85,,,,,1,,2,,1,12,120.829182,24.260536,IZO-7363,R272763998,C03,1693987020
1792,2023,9,6,7,58,Xitun,0,0,7,,6,50,,,,,,,,,,,49,,,,,1,,1,,1,13,120.611933,24.16779,EQQ-5940,I198556720,C03,1693987080
1793,2023,9,6,8,0,Daya,0,0,7,,6,50,,,,,,,,,,,20,,,,,1,,2,,1,12,120.649019,24.222926,WYG-2073,F174456225,B03,1693987200
